name,type,category,stars,zone,note,access,source,confidence
Hilton Deira / Bur Dubai City Hotel,Hotel,Hotel,,Deira / Bur Dubai,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Deira / Bur Dubai,InfraDispatch UAE seed expansion,needs-verification
Hilton Dubai Creek / Festival City Hotel,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Hilton Dubai Creek / Festival City Hotel & Apartments,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Hilton Dubai Creek / Festival City Suites,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Hilton Dubai Creek / Festival City Resort,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Hilton Dubai Creek / Festival City Residence,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Hilton Dubai Creek / Festival City City Hotel,Hotel,Hotel,,Dubai Creek / Festival City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Dubai Creek / Festival City,InfraDispatch UAE seed expansion,needs-verification
Hilton Business Bay Hotel,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Hilton Business Bay Hotel & Apartments,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Hilton Business Bay Suites,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Hilton Business Bay Resort,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Hilton Business Bay Residence,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Hilton Business Bay City Hotel,Hotel,Hotel,,Business Bay,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Business Bay,InfraDispatch UAE seed expansion,needs-verification
Hilton Sharjah City Hotel,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Hilton Sharjah City Hotel & Apartments,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Hilton Sharjah City Suites,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Hilton Sharjah City Resort,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Hilton Sharjah City Residence,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Hilton Sharjah City City Hotel,Hotel,Hotel,,Sharjah City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Sharjah City,InfraDispatch UAE seed expansion,needs-verification
Hilton Ajman City Hotel,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Hilton Ajman City Hotel & Apartments,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Hilton Ajman City Suites,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Hilton Ajman City Resort,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Hilton Ajman City Residence,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Hilton Ajman City City Hotel,Hotel,Hotel,,Ajman City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ajman City,InfraDispatch UAE seed expansion,needs-verification
Hilton Ras Al Khaimah Hotel,Hotel,Hotel,,Ras Al Khaimah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ras Al Khaimah,InfraDispatch UAE seed expansion,needs-verification
Hilton Ras Al Khaimah Hotel & Apartments,Hotel,Hotel,,Ras Al Khaimah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ras Al Khaimah,InfraDispatch UAE seed expansion,needs-verification
Hilton Ras Al Khaimah Suites,Hotel,Hotel,,Ras Al Khaimah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ras Al Khaimah,InfraDispatch UAE seed expansion,needs-verification
Hilton Ras Al Khaimah Resort,Hotel,Hotel,,Ras Al Khaimah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ras Al Khaimah,InfraDispatch UAE seed expansion,needs-verification
Hilton Ras Al Khaimah Residence,Hotel,Hotel,,Ras Al Khaimah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ras Al Khaimah,InfraDispatch UAE seed expansion,needs-verification
Hilton Ras Al Khaimah City Hotel,Hotel,Hotel,,Ras Al Khaimah,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Ras Al Khaimah,InfraDispatch UAE seed expansion,needs-verification
Hilton Fujairah / East Coast Hotel,Hotel,Hotel,,Fujairah / East Coast,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Fujairah / East Coast,InfraDispatch UAE seed expansion,needs-verification
Hilton Fujairah / East Coast Hotel & Apartments,Hotel,Hotel,,Fujairah / East Coast,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Fujairah / East Coast,InfraDispatch UAE seed expansion,needs-verification
Hilton Fujairah / East Coast Suites,Hotel,Hotel,,Fujairah / East Coast,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Fujairah / East Coast,InfraDispatch UAE seed expansion,needs-verification
Hilton Fujairah / East Coast Resort,Hotel,Hotel,,Fujairah / East Coast,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Fujairah / East Coast,InfraDispatch UAE seed expansion,needs-verification
Hilton Fujairah / East Coast Residence,Hotel,Hotel,,Fujairah / East Coast,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Fujairah / East Coast,InfraDispatch UAE seed expansion,needs-verification
Hilton Fujairah / East Coast City Hotel,Hotel,Hotel,,Fujairah / East Coast,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Fujairah / East Coast,InfraDispatch UAE seed expansion,needs-verification
Hilton Umm Al Quwain Hotel,Hotel,Hotel,,Umm Al Quwain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Umm Al Quwain,InfraDispatch UAE seed expansion,needs-verification
Hilton Umm Al Quwain Hotel & Apartments,Hotel,Hotel,,Umm Al Quwain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Umm Al Quwain,InfraDispatch UAE seed expansion,needs-verification
Hilton Umm Al Quwain Suites,Hotel,Hotel,,Umm Al Quwain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Umm Al Quwain,InfraDispatch UAE seed expansion,needs-verification
Hilton Umm Al Quwain Resort,Hotel,Hotel,,Umm Al Quwain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Umm Al Quwain,InfraDispatch UAE seed expansion,needs-verification
Hilton Umm Al Quwain Residence,Hotel,Hotel,,Umm Al Quwain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Umm Al Quwain,InfraDispatch UAE seed expansion,needs-verification
Hilton Umm Al Quwain City Hotel,Hotel,Hotel,,Umm Al Quwain,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Umm Al Quwain,InfraDispatch UAE seed expansion,needs-verification
Marriott Abu Dhabi City Hotel,Hotel,Hotel,,Abu Dhabi City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Marriott Abu Dhabi City Hotel & Apartments,Hotel,Hotel,,Abu Dhabi City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Marriott Abu Dhabi City Suites,Hotel,Hotel,,Abu Dhabi City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Marriott Abu Dhabi City Resort,Hotel,Hotel,,Abu Dhabi City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Marriott Abu Dhabi City Residence,Hotel,Hotel,,Abu Dhabi City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Marriott Abu Dhabi City City Hotel,Hotel,Hotel,,Abu Dhabi City,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Abu Dhabi City,InfraDispatch UAE seed expansion,needs-verification
Marriott Yas Island Hotel,Hotel,Hotel,,Yas Island,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Yas Island,InfraDispatch UAE seed expansion,needs-verification
Marriott Yas Island Hotel & Apartments,Hotel,Hotel,,Yas Island,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Yas Island,InfraDispatch UAE seed expansion,needs-verification
Marriott Yas Island Suites,Hotel,Hotel,,Yas Island,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Yas Island,InfraDispatch UAE seed expansion,needs-verification
Marriott Yas Island Resort,Hotel,Hotel,,Yas Island,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Yas Island,InfraDispatch UAE seed expansion,needs-verification
Marriott Yas Island Residence,Hotel,Hotel,,Yas Island,"Generated UAE hotel seed row for operational search coverage; verify exact property name, lobby, coach access and Google Maps pin before dispatch.",Yas Island,InfraDispatch UAE seed expansion,needs-verification
